SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,14:08:28,2025-03-26,Petal_2025_low,glb and ks,,,009,,-0.007193,1.903904,-0.007220,-0.078011,1.298727,1.303062,2.378750,1.080023,12.800912,12.758317,23.368156,0.441786,7.500000,58.06,58.25,19.23,20.22,20.22,101.79,79.9,79.7,0.2,701,4.124,14:08:15,2025-03-26,-0.97,1,0.000,-0.001,-0.003,0.000,-0.002,-0.005,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.493377,2.532690,1.062382,0.757358,0.343668,0.012118,0.108335,0.721534,38.620949,0.000140,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
10,14:08:38,2025-03-26,Petal_2025_low,glb and ks,,,010,,-0.010004,1.900766,-0.010057,-0.097634,1.290794,1.296233,2.261805,0.971011,12.733165,12.679739,22.218182,0.441786,7.500000,57.59,57.84,19.26,19.41,19.41,101.80,79.7,79.7,0.0,48,4.123,14:08:15,2025-03-26,-0.97,1,-0.000,-0.000,-9999.000,-0.001,-0.002,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.492798,2.532020,1.061240,0.757373,0.343246,0.002620,0.109246,0.148873,38.599850,0.000135,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
11,14:10:37,2025-03-26,Petal_2025_low,glb and ks,,,011,,0.000494,1.903589,0.000493,0.004942,1.294544,1.294269,2.296150,1.001606,12.714593,12.717292,22.556829,0.441786,7.500000,56.63,56.62,19.58,19.65,19.65,101.79,79.9,79.7,0.2,586,4.123,14:08:15,2025-03-26,-0.97,1,-0.000,-0.001,-0.003,-0.003,-0.002,-0.003,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.491047,2.530568,1.062267,0.757411,0.338892,0.001727,0.119140,0.621159,38.334488,0.000142,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
12,14:10:52,2025-03-26,Petal_2025_low,glb and ks,,,012,,-0.009884,1.899254,-0.009935,-0.100669,1.276609,1.282223,2.289946,1.013337,12.596377,12.541226,22.496107,0.441786,7.500000,55.79,56.03,19.59,19.61,19.61,101.79,79.6,79.4,0.3,478,4.120,14:08:15,2025-03-26,-0.97,1,-0.000,-0.001,-0.003,-0.001,-0.001,-0.004,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.490237,2.529360,1.060691,0.756736,0.338671,0.001053,0.120343,0.526342,38.300873,0.000143,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
13,14:12:41,2025-03-26,Petal_2025_low,glb and ks,,,013,,0.012161,1.894795,0.012083,0.104569,1.304283,1.298436,2.170187,0.865903,12.755177,12.812624,21.318821,0.441786,7.500000,56.35,56.10,19.78,18.74,18.74,101.80,79.4,79.8,-0.6,93,4.120,14:08:15,2025-03-26,-0.97,1,-0.000,-0.000,-0.003,-0.001,-0.002,-0.003,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.490278,2.530116,1.059073,0.757677,0.336163,-0.010661,0.129426,0.188805,38.115620,0.000140,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
14,14:12:59,2025-03-26,Petal_2025_low,glb and ks,,,014,,-0.006386,1.900817,-0.006407,-0.067900,1.290469,1.294251,2.349928,1.059459,12.714135,12.676981,23.084623,0.441786,7.500000,55.69,55.85,19.80,20.02,20.02,101.80,79.7,79.7,-0.0,634,4.118,14:08:15,2025-03-26,-0.97,1,-0.001,-0.000,-0.002,-0.002,-0.001,-0.002,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.489941,2.529171,1.061259,0.757493,0.335928,0.003433,0.130905,0.662922,38.099171,0.000144,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
15,14:15:31,2025-03-26,Petal_2025_low,glb and ks,,,015,,0.009721,1.898689,0.009672,0.093697,1.311600,1.306375,2.280132,0.968533,12.836200,12.887534,22.404154,0.441786,7.500000,55.42,55.20,20.14,19.54,19.54,101.77,79.6,79.8,-0.2,673,4.118,14:08:15,2025-03-26,-0.97,1,0.001,0.000,-0.002,-0.001,-0.002,-0.002,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.488956,2.528701,1.060486,0.757524,0.331360,-0.005908,0.142961,0.696826,37.926792,0.000143,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
16,14:15:50,2025-03-26,Petal_2025_low,glb and ks,,,016,,-0.012916,1.898496,-0.013004,-0.128734,1.290121,1.297301,2.279872,0.989751,12.747977,12.677423,22.403252,0.441786,7.500000,54.46,54.76,20.15,19.53,19.53,101.77,79.6,79.7,-0.1,427,4.116,14:08:15,2025-03-26,-0.97,1,0.001,-0.000,-9999.000,0.000,-0.001,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.488340,2.527310,1.060416,0.757370,0.331129,-0.006127,0.144375,0.481852,37.897110,0.000139,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
17,14:18:04,2025-03-26,Petal_2025_low,glb and ks,,,017,,-0.017600,1.899450,-0.017765,-0.171058,1.311616,1.321147,2.274100,0.962484,12.984373,12.890705,22.350100,0.441786,7.500000,54.93,55.33,20.28,19.49,19.49,101.75,79.6,80.0,-0.4,582,4.115,14:08:15,2025-03-26,-0.97,1,-0.001,-0.001,-9999.000,0.000,0.000,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.489103,2.527964,1.060762,0.757917,0.329452,-0.008024,0.154678,0.617212,37.744045,0.000146,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
18,14:18:16,2025-03-26,Petal_2025_low,glb and ks,,,018,,-0.009178,1.899588,-0.009223,-0.104694,1.314581,1.320414,2.448262,1.133681,12.976752,12.919432,24.061014,0.441786,7.500000,55.05,55.29,20.28,20.69,20.69,101.75,79.6,80.0,-0.4,894,4.114,14:08:15,2025-03-26,-0.97,1,0.001,0.001,-9999.000,0.000,-0.003,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.489053,2.528134,1.060812,0.757930,0.329432,0.005375,0.155596,0.890664,37.737610,0.000140,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
19,14:20:18,2025-03-26,Petal_2025_low,glb and ks,,,019,,0.005415,1.896776,0.005400,0.058011,1.336157,1.332920,2.409171,1.073014,13.099565,13.131380,23.676659,0.441786,7.500000,55.59,55.45,20.39,20.43,20.43,101.75,79.5,79.6,-0.2,832,4.113,14:20:07,2025-03-26,-0.49,1,0.000,-0.000,-0.002,-0.004,-0.002,-0.002,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.489244,2.528187,1.059792,0.757271,0.328021,0.001198,0.164673,0.836371,37.667870,0.000139,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
20,14:20:31,2025-03-26,Petal_2025_low,glb and ks,,,020,,0.000954,1.892966,0.000953,0.009255,1.337313,1.336796,2.307711,0.970398,13.137686,13.142775,22.679596,0.441786,7.500000,55.60,55.58,20.40,19.73,19.73,101.75,79.3,79.5,-0.3,113,4.112,14:20:07,2025-03-26,-0.49,1,0.001,0.001,0.001,0.000,-0.002,-0.002,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.489420,2.528208,1.058411,0.757031,0.327897,-0.006727,0.165532,0.206481,37.649273,0.000143,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
21,14:22:39,2025-03-26,Petal_2025_low,glb and ks,,,021,,0.026032,1.901292,0.025681,0.262371,1.346499,1.331906,2.366948,1.020449,13.091689,13.235128,23.265417,0.441786,7.500000,56.06,55.45,20.38,20.14,20.14,101.74,79.7,79.6,0.2,786,4.112,14:20:07,2025-03-26,-0.49,1,0.001,0.001,-0.003,-0.001,-0.001,-0.001,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.489250,2.528872,1.061431,0.757104,0.328192,-0.001879,0.174634,0.796655,37.557720,0.000148,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
22,14:22:50,2025-03-26,Petal_2025_low,glb and ks,,,022,,0.004417,1.900524,0.004407,0.041024,1.339186,1.336903,2.269358,0.930172,13.141388,13.163829,22.307161,0.441786,7.500000,55.79,55.69,20.37,19.46,19.46,101.73,79.7,79.8,-0.1,181,4.110,14:20:07,2025-03-26,-0.49,1,-0.001,-0.001,-0.003,-0.000,-0.001,-0.003,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.489584,2.528483,1.061152,0.757610,0.328315,-0.009381,0.175360,0.265621,37.538410,0.000143,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
23,14:24:36,2025-03-26,Petal_2025_low,glb and ks,,,023,,-0.002293,1.902874,-0.002295,-0.020585,1.345051,1.346194,2.241168,0.896117,13.235157,13.223915,22.034121,0.441786,7.500000,55.55,55.60,20.51,19.26,19.26,101.71,79.8,79.9,-0.0,291,4.110,14:20:07,2025-03-26,-0.49,1,0.000,-0.001,-0.003,-0.000,-0.001,-0.002,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.489419,2.528108,1.062007,0.757729,0.326472,-0.013220,0.182361,0.362339,37.513016,0.000141,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
24,14:24:47,2025-03-26,Petal_2025_low,glb and ks,,,024,,0.002007,1.898831,0.002005,0.019746,1.345256,1.344156,2.329086,0.983830,13.215672,13.226486,22.899446,0.441786,7.500000,55.55,55.51,20.51,19.88,19.88,101.71,79.6,79.7,-0.1,275,4.109,14:20:07,2025-03-26,-0.49,1,0.000,0.000,-9999.000,-0.002,-0.002,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.489295,2.528112,1.060537,0.757418,0.326452,-0.006318,0.183037,0.348201,37.492634,0.000140,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
25,14:26:28,2025-03-26,Petal_2025_low,glb and ks,,,025,,0.000956,1.896732,0.000956,0.010117,1.364356,1.363792,2.421135,1.056779,13.408962,13.414510,23.804882,0.441786,7.500000,56.11,56.09,20.58,20.51,20.51,101.71,79.5,80.1,-0.7,622,4.108,14:20:07,2025-03-26,-0.49,1,0.000,-0.001,-9999.000,0.001,-0.002,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.490078,2.528893,1.059775,0.758143,0.325573,-0.000033,0.189646,0.652149,37.445427,0.000138,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
26,14:26:43,2025-03-26,Petal_2025_low,glb and ks,,,026,,0.004456,1.903572,0.004446,0.051280,1.364385,1.361539,2.515074,1.150688,13.387932,13.415917,24.730566,0.441786,7.500000,56.08,55.96,20.58,21.12,21.12,101.70,79.9,79.9,-0.1,473,4.107,14:20:07,2025-03-26,-0.49,1,-0.001,-0.001,-9999.000,-0.004,-0.000,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.489907,2.528850,1.062261,0.757836,0.325460,0.006881,0.190603,0.521535,37.432907,0.000142,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
27,14:29:23,2025-03-26,Petal_2025_low,glb and ks,,,027,,-0.001790,1.901778,-0.001792,-0.019650,1.379847,1.380939,2.474060,1.094213,13.579219,13.568483,24.328236,0.441786,7.500000,56.23,56.27,20.72,20.86,20.86,101.69,79.8,79.7,0.0,420,4.106,14:20:07,2025-03-26,-0.49,1,-0.000,-0.001,-9999.000,0.004,-0.001,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.490301,2.529028,1.061608,0.757475,0.323632,0.002231,0.200796,0.475317,37.351372,0.000140,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
28,14:29:33,2025-03-26,Petal_2025_low,glb and ks,,,028,,0.001005,1.896274,0.001005,0.010961,1.380363,1.379752,2.468487,1.088124,13.569152,13.575163,24.276300,0.441786,7.500000,56.22,56.20,20.73,20.82,20.82,101.68,79.5,79.8,-0.4,564,4.105,14:20:07,2025-03-26,-0.49,1,0.001,-0.001,-9999.000,0.003,0.000,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.490193,2.529015,1.059610,0.757517,0.323525,0.001721,0.201432,0.601893,37.335991,0.000139,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
29,14:31:14,2025-03-26,Petal_2025_low,glb and ks,,,029,,0.000901,1.904584,0.000900,0.009743,1.388155,1.387614,2.467472,1.079318,13.647649,13.652961,24.268410,0.441786,7.500000,55.68,55.65,20.98,20.81,20.81,101.67,79.9,79.7,0.3,607,4.104,14:31:08,2025-03-26,-0.46,1,-0.000,-0.001,-9999.000,-0.003,-0.002,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.489386,2.528126,1.062630,0.757391,0.320296,-0.001225,0.207054,0.639748,37.268402,0.000141,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
30,14:31:29,2025-03-26,Petal_2025_low,glb and ks,,,030,,0.028694,1.896533,0.028266,0.287521,1.400021,1.383999,2.414610,1.014589,13.615107,13.772718,23.753750,0.441786,7.500000,56.07,55.43,21.01,20.46,20.46,101.65,79.5,79.9,-0.5,318,4.104,14:31:08,2025-03-26,-0.46,1,0.001,0.001,-9999.000,0.001,-0.001,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.489065,2.528682,1.059704,0.757788,0.319983,-0.005475,0.207922,0.386314,37.241577,0.000139,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
